date,region,price
2019-04-29,"Denver, CO",2.707
2019-04-29,East Coast,2.743
2019-04-29,Florida,2.664
2019-04-29,Gulf Coast,2.552
2019-04-29,Lower Atlantic,2.675
2019-04-29,"Miami, FL",2.692
2019-04-29,Midwest,2.721
2019-04-29,Minnesota,2.744
2019-04-29,New England,2.832
2019-04-29,New York,2.865
2019-04-29,Ohio,2.67
2019-04-29,Rocky Mountain,2.843
2019-04-29,"Seattle, WA",3.534
2019-04-29,Texas,2.554
2019-04-29,U.S. Average,2.761
2019-04-29,Washington,3.404
2019-04-29,West Coast,3.342
2019-05-06,Central Atlantic,2.968
2019-05-06,"Cleveland, OH",2.74
2019-05-06,Colorado,2.779
2019-05-06,"Denver, CO",2.736
2019-05-06,East Coast,2.755
2019-05-06,Florida,2.733
2019-05-06,Gulf Coast,2.535
2019-05-06,Lower Atlantic,2.692
2019-05-06,"Miami, FL",2.746
2019-05-06,Midwest,2.721
2019-05-06,Minnesota,2.736
2019-05-06,New England,2.841
2019-05-06,New York,2.878
2019-05-06,Ohio,2.739
2019-05-06,Rocky Mountain,2.919
2019-05-06,"Seattle, WA",3.561
2019-05-06,Texas,2.539
2019-05-06,U.S. Average,2.771
2019-05-06,Washington,3.451
2019-05-06,West Coast,3.393
2019-05-13,Central Atlantic,2.954
2019-05-13,"Cleveland, OH",2.639
2019-05-13,Colorado,2.812
2019-05-13,"Denver, CO",2.778
2019-05-13,East Coast,2.708
2019-05-13,Florida,2.658
2019-05-13,Gulf Coast,2.503
2019-05-13,Lower Atlantic,2.635
2019-05-13,"Miami, FL",2.679
2019-05-13,Midwest,2.676
2019-05-13,Minnesota,2.712
2019-05-13,New England,2.817
2019-05-13,New York,2.87
2019-05-13,Ohio,2.584
2019-05-13,Rocky Mountain,2.964
2019-05-13,"Seattle, WA",3.562
2019-05-13,Texas,2.507
2019-05-13,U.S. Average,2.735
2019-05-13,Washington,3.461
2019-05-13,West Coast,3.404
2019-05-20,Central Atlantic,2.932
2019-05-20,"Cleveland, OH",2.742
2019-05-20,Colorado,2.816
2019-05-20,"Denver, CO",2.775
2019-05-20,East Coast,2.668
2019-05-20,Florida,2.598
2019-05-20,Gulf Coast,2.483
2019-05-20,Lower Atlantic,2.588
2019-05-20,"Miami, FL",2.638
2019-05-20,Midwest,2.693
2019-05-20,Minnesota,2.694
2019-05-20,New England,2.799
2019-05-20,New York,2.86
2019-05-20,Ohio,2.707
2019-05-20,Rocky Mountain,2.982
2019-05-20,"Seattle, WA",3.552
2019-05-20,Texas,2.494
2019-05-20,U.S. Average,2.723
2019-05-20,Washington,3.437
2019-05-20,West Coast,3.396
2019-05-27,Central Atlantic,2.905
2019-05-27,"Cleveland, OH",2.583
2019-05-27,Colorado,2.825
2019-05-27,"Denver, CO",2.775
2019-05-27,East Coast,2.639
2019-05-27,Florida,2.551
2019-05-27,Gulf Coast,2.456
2019-05-27,Lower Atlantic,2.559
2019-05-27,"Miami, FL",2.604
2019-05-27,Midwest,2.659
2019-05-27,Minnesota,2.702
2019-05-27,New England,2.775
2019-05-27,New York,2.845
2019-05-27,Ohio,2.596
2019-05-27,Rocky Mountain,2.979
2019-05-27,"Seattle, WA",3.553
2019-05-27,Texas,2.46
2019-05-27,U.S. Average,2.696
2019-05-27,Washington,3.43
2019-05-27,West Coast,3.385
2019-06-03,Central Atlantic,2.883
2019-06-03,"Cleveland, OH",2.78
2019-06-03,Colorado,2.828
2019-06-03,"Denver, CO",2.777
2019-06-03,East Coast,2.609
2019-06-03,Florida,2.517
2019-06-03,Gulf Coast,2.413
2019-06-03,Lower Atlantic,2.526
2019-06-03,"Miami, FL",2.578
2019-06-03,Midwest,2.701
2019-06-03,Minnesota,2.706
2019-06-03,New England,2.744
2019-06-03,New York,2.835
2019-06-03,Ohio,2.739
2019-06-03,Rocky Mountain,2.98
2019-06-03,"Seattle, WA",3.548
2019-06-03,Texas,2.421
2019-06-03,U.S. Average,2.691
2019-06-03,Washington,3.405
2019-06-03,West Coast,3.362
2019-06-10,Central Atlantic,2.823
2019-06-10,"Cleveland, OH",2.499
2019-06-10,Colorado,2.786
2019-06-10,"Denver, CO",2.734
2019-06-10,East Coast,2.574
2019-06-10,Florida,2.544
2019-06-10,Gulf Coast,2.359
2019-06-10,Lower Atlantic,2.499
2019-06-10,"Miami, FL",2.583
2019-06-10,Midwest,2.58
2019-06-10,Minnesota,2.621
2019-06-10,New England,2.679
2019-06-10,New York,2.8
2019-06-10,Ohio,2.482
2019-06-10,Rocky Mountain,2.948
2019-06-10,"Seattle, WA",3.491
2019-06-10,Texas,2.362
2019-06-10,U.S. Average,2.62
2019-06-10,Washington,3.348
2019-06-10,West Coast,3.298
2019-06-17,Central Atlantic,2.777
2019-06-17,"Cleveland, OH",2.426
2019-06-17,Colorado,2.745
2019-06-17,"Denver, CO",2.703
2019-06-17,East Coast,2.499
2019-06-17,Florida,2.432
2019-06-17,Gulf Coast,2.322
2019-06-17,Lower Atlantic,2.414
2019-06-17,"Miami, FL",2.48
2019-06-17,Midwest,2.504
2019-06-17,Minnesota,2.559
2019-06-17,New England,2.616
2019-06-17,New York,2.754
2019-06-17,Ohio,2.461
2019-06-17,Rocky Mountain,2.91
2019-06-17,"Seattle, WA",3.444
2019-06-17,Texas,2.347
2019-06-17,U.S. Average,2.553
2019-06-17,Washington,3.304
2019-06-17,West Coast,3.238
2019-06-24,Central Atlantic,2.792
2019-06-24,"Cleveland, OH",2.557
2019-06-24,Colorado,2.693
2019-06-24,"Denver, CO",2.653
2019-06-24,East Coast,2.484
2019-06-24,Florida,2.377
2019-06-24,Gulf Coast,2.297
2019-06-24,Lower Atlantic,2.39
2019-06-24,"Miami, FL",2.421
2019-06-24,Midwest,2.514
2019-06-24,Minnesota,2.538
2019-06-24,New England,2.631
2019-06-24,New York,2.745
2019-06-24,Ohio,2.517
2019-06-24,Rocky Mountain,2.868
2019-06-24,"Seattle, WA",3.405
2019-06-24,Texas,2.317
2019-06-24,U.S. Average,2.541
2019-06-24,Washington,3.237
2019-06-24,West Coast,3.174
2019-07-01,Central Atlantic,2.856
2019-07-01,"Cleveland, OH",2.654
2019-07-01,Colorado,2.665
2019-07-01,"Denver, CO",2.604
2019-07-01,East Coast,2.586
2019-07-01,Florida,2.493
2019-07-01,Gulf Coast,2.363
2019-07-01,Lower Atlantic,2.505
2019-07-01,"Miami, FL",2.5
2019-07-01,Midwest,2.581
2019-07-01,Minnesota,2.543
2019-07-01,New England,2.659
2019-07-01,New York,2.795
2019-07-01,Ohio,2.621
2019-07-01,Rocky Mountain,2.823
2019-07-01,"Seattle, WA",3.39
2019-07-01,Texas,2.37
2019-07-01,U.S. Average,2.608
2019-07-01,Washington,3.219
2019-07-01,West Coast,3.161
2019-07-08,Central Atlantic,2.853
2019-07-08,"Cleveland, OH",2.668
2019-07-08,Colorado,2.644
2019-07-08,"Denver, CO",2.569
2019-07-08,East Coast,2.636
2019-07-08,Florida,2.63
2019-07-08,Gulf Coast,2.395
2019-07-08,Lower Atlantic,2.571
2019-07-08,"Miami, FL",2.613
2019-07-08,Midwest,2.622
2019-07-08,Minnesota,2.567
2019-07-08,New England,2.682
2019-07-08,New York,2.793
2019-07-08,Ohio,2.688
2019-07-08,Rocky Mountain,2.796
2019-07-08,"Seattle, WA",3.385
2019-07-08,Texas,2.41
2019-07-08,U.S. Average,2.644
2019-07-08,Washington,3.193
2019-07-08,West Coast,3.141
2019-07-15,Central Atlantic,2.864
2019-07-15,"Cleveland, OH",2.772
2019-07-15,Colorado,2.642
2019-07-15,"Denver, CO",2.567
2019-07-15,East Coast,2.648
2019-07-15,Florida,2.584
2019-07-15,Gulf Coast,2.45
2019-07-15,Lower Atlantic,2.583
2019-07-15,"Miami, FL",2.586
2019-07-15,Midwest,2.701
2019-07-15,Minnesota,2.626
2019-07-15,New England,2.71
2019-07-15,New York,2.79
2019-07-15,Ohio,2.809
2019-07-15,Rocky Mountain,2.771
2019-07-15,"Seattle, WA",3.373
2019-07-15,Texas,2.479
2019-07-15,U.S. Average,2.682
2019-07-15,Washington,3.172
2019-07-15,West Coast,3.12
2019-07-22,Central Atlantic,2.863
2019-07-22,"Cleveland, OH",2.777
2019-07-22,Colorado,2.597
2019-07-22,"Denver, CO",2.531
2019-07-22,East Coast,2.646
2019-07-22,Florida,2.614
2019-07-22,Gulf Coast,2.436
2019-07-22,Lower Atlantic,2.581
2019-07-22,"Miami, FL",2.622
2019-07-22,Midwest,2.636
2019-07-22,Minnesota,2.61
2019-07-22,New England,2.695
2019-07-22,New York,2.801
2019-07-22,Ohio,2.672
2019-07-22,Rocky Mountain,2.735
2019-07-22,"Seattle, WA",3.342
2019-07-22,Texas,2.476
2019-07-22,U.S. Average,2.653
2019-07-22,Washington,3.143
2019-07-22,West Coast,3.101
2019-07-29,Central Atlantic,2.837
2019-07-29,"Cleveland, OH",2.7
2019-07-29,Colorado,2.558
2019-07-29,"Denver, CO",2.498
2019-07-29,East Coast,2.59
2019-07-29,Florida,2.52
2019-07-29,Gulf Coast,2.405
2019-07-29,Lower Atlantic,2.516
2019-07-29,"Miami, FL",2.549
2019-07-29,Midwest,2.611
2019-07-29,Minnesota,2.591
2019-07-29,New England,2.676
2019-07-29,New York,2.791
2019-07-29,Ohio,2.683
2019-07-29,Rocky Mountain,2.708
2019-07-29,"Seattle, WA",3.338
2019-07-29,Texas,2.446
2019-07-29,U.S. Average,2.615
2019-07-29,Washington,3.121
2019-07-29,West Coast,3.078
2019-08-05,Central Atlantic,2.821
2019-08-05,"Cleveland, OH",2.716
2019-08-05,Colorado,2.523
2019-08-05,"Denver, CO",2.46
2019-08-05,East Coast,2.553
2019-08-05,Florida,2.454
2019-08-05,Gulf Coast,2.373
2019-08-05,Lower Atlantic,2.47
2019-08-05,"Miami, FL",2.482
2019-08-05,Midwest,2.592
2019-08-05,Minnesota,2.587
2019-08-05,New England,2.689
2019-08-05,New York,2.779
2019-08-05,Ohio,2.732
2019-08-05,Rocky Mountain,2.699
2019-08-05,"Seattle, WA",3.305
2019-08-05,Texas,2.414
2019-08-05,U.S. Average,2.588
2019-08-05,Washington,3.111
2019-08-05,West Coast,3.063
2019-08-12,Central Atlantic,2.778
2019-08-12,"Cleveland, OH",2.569
2019-08-12,Colorado,2.507
2019-08-12,"Denver, CO",2.432
2019-08-12,East Coast,2.503
2019-08-12,Florida,2.376
2019-08-12,Gulf Coast,2.318
2019-08-12,Lower Atlantic,2.419
2019-08-12,"Miami, FL",2.404
2019-08-12,Midwest,2.492
2019-08-12,Minnesota,2.546
2019-08-12,New England,2.63
2019-08-12,New York,2.77
2019-08-12,Ohio,2.503
2019-08-12,Rocky Mountain,2.688
2019-08-12,"Seattle, WA",3.29
2019-08-12,Texas,2.346
2019-08-12,U.S. Average,2.524
2019-08-12,Washington,3.095
2019-08-12,West Coast,3.043
2019-08-19,Central Atlantic,2.742
2019-08-19,"Cleveland, OH",2.593
2019-08-19,Colorado,2.483
2019-08-19,"Denver, CO",2.42
2019-08-19,East Coast,2.468
2019-08-19,Florida,2.361
2019-08-19,Gulf Coast,2.269
2019-08-19,Lower Atlantic,2.384
2019-08-19,"Miami, FL",2.397
2019-08-19,Midwest,2.488
2019-08-19,Minnesota,2.521
2019-08-19,New England,2.614
2019-08-19,New York,2.739
2019-08-19,Ohio,2.515
2019-08-19,Rocky Mountain,2.671
2019-08-19,"Seattle, WA",3.277
2019-08-19,Texas,2.3
2019-08-19,U.S. Average,2.501
2019-08-19,Washington,3.087
2019-08-19,West Coast,3.033
2019-08-26,Central Atlantic,2.723
2019-08-26,"Cleveland, OH",2.514
2019-08-26,Colorado,2.47
2019-08-26,"Denver, CO",2.418
2019-08-26,East Coast,2.429
2019-08-26,Florida,2.313
2019-08-26,Gulf Coast,2.245
2019-08-26,Lower Atlantic,2.339
2019-08-26,"Miami, FL",2.36
2019-08-26,Midwest,2.463
2019-08-26,Minnesota,2.494
2019-08-26,New England,2.58
2019-08-26,New York,2.723
2019-08-26,Ohio,2.531
2019-08-26,Rocky Mountain,2.65
2019-08-26,"Seattle, WA",3.269
2019-08-26,Texas,2.278
2019-08-26,U.S. Average,2.471
2019-08-26,Washington,3.076
2019-08-26,West Coast,3.01
2019-09-02,Central Atlantic,2.695
2019-09-02,"Cleveland, OH",2.558
2019-09-02,Colorado,2.474
2019-09-02,"Denver, CO",2.431
2019-09-02,East Coast,2.445
2019-09-02,Florida,2.406
2019-09-02,Gulf Coast,2.223
2019-09-02,Lower Atlantic,2.369
2019-09-02,"Miami, FL",2.409
2019-09-02,Midwest,2.433
2019-09-02,Minnesota,2.475
2019-09-02,New England,2.557
2019-09-02,New York,2.697
2019-09-02,Ohio,2.554
2019-09-02,Rocky Mountain,2.628
2019-09-02,"Seattle, WA",3.242
2019-09-02,Texas,2.241
2019-09-02,U.S. Average,2.461
2019-09-02,Washington,3.046
2019-09-02,West Coast,2.992
2019-09-09,Central Atlantic,2.686
2019-09-09,"Cleveland, OH",2.545
2019-09-09,Colorado,2.503
2019-09-09,"Denver, CO",2.463
2019-09-09,East Coast,2.432
2019-09-09,Florida,2.385
2019-09-09,Gulf Coast,2.216
2019-09-09,Lower Atlantic,2.355
2019-09-09,"Miami, FL",2.394
2019-09-09,Midwest,2.416
2019-09-09,Minnesota,2.426
2019-09-09,New England,2.544
2019-09-09,New York,2.679
2019-09-09,Ohio,2.429
2019-09-09,Rocky Mountain,2.633
2019-09-09,"Seattle, WA",3.253
2019-09-09,Texas,2.24
2019-09-09,U.S. Average,2.45
2019-09-09,Washington,3.055
2019-09-09,West Coast,3.0
2019-09-16,Central Atlantic,2.682
2019-09-16,"Cleveland, OH",2.588
2019-09-16,Colorado,2.562
2019-09-16,"Denver, CO",2.532
2019-09-16,East Coast,2.425
2019-09-16,Florida,2.355
2019-09-16,Gulf Coast,2.231
2019-09-16,Lower Atlantic,2.347
2019-09-16,"Miami, FL",2.38
2019-09-16,Midwest,2.427
2019-09-16,Minnesota,2.438
2019-09-16,New England,2.518
2019-09-16,New York,2.662
2019-09-16,Ohio,2.551
2019-09-16,Rocky Mountain,2.654
2019-09-16,"Seattle, WA",3.244
2019-09-16,Texas,2.245
2019-09-16,U.S. Average,2.454
2019-09-16,Washington,3.047
2019-09-16,West Coast,2.997
2019-09-23,Central Atlantic,2.76
2019-09-23,"Cleveland, OH",2.705
2019-09-23,Colorado,2.669
2019-09-23,"Denver, CO",2.612
2019-09-23,East Coast,2.533
2019-09-23,Florida,2.454
2019-09-23,Gulf Coast,2.347
2019-09-23,Lower Atlantic,2.467
2019-09-23,"Miami, FL",2.483
2019-09-23,Midwest,2.557
2019-09-23,Minnesota,2.617
2019-09-23,New England,2.55
2019-09-23,New York,2.707
2019-09-23,Ohio,2.663
2019-09-23,Rocky Mountain,2.698
2019-09-23,"Seattle, WA",3.251
2019-09-23,Texas,2.361
2019-09-23,U.S. Average,2.561
2019-09-23,Washington,3.059
2019-09-23,West Coast,3.02
2019-09-30,Central Atlantic,2.74
2019-09-30,"Cleveland, OH",2.579
2019-09-30,Colorado,2.686
2019-09-30,"Denver, CO",2.629
2019-09-30,East Coast,2.494
2019-09-30,Florida,2.39
2019-09-30,Gulf Coast,2.337
2019-09-30,Lower Atlantic,2.421
2019-09-30,"Miami, FL",2.434
2019-09-30,Midwest,2.465
2019-09-30,Minnesota,2.528
2019-09-30,New England,2.551
2019-09-30,New York,2.693
2019-09-30,Ohio,2.485
2019-09-30,Rocky Mountain,2.709
2019-09-30,"Seattle, WA",3.267
2019-09-30,Texas,2.339
2019-09-30,U.S. Average,2.518
2019-09-30,Washington,3.076
2019-09-30,West Coast,3.083
2019-10-07,Central Atlantic,2.715
2019-10-07,"Cleveland, OH",2.544
2019-10-07,Colorado,2.685
2019-10-07,"Denver, CO",2.636
2019-10-07,East Coast,2.478
2019-10-07,Florida,2.42
2019-10-07,Gulf Coast,2.305
2019-10-07,Lower Atlantic,2.408
2019-10-07,"Miami, FL",2.449
2019-10-07,Midwest,2.469
2019-10-07,Minnesota,2.507
2019-10-07,New England,2.529
2019-10-07,New York,2.673
2019-10-07,Ohio,2.559
2019-10-07,Rocky Mountain,2.712
2019-10-07,"Seattle, WA",3.296
2019-10-07,Texas,2.305
2019-10-07,U.S. Average,2.513
2019-10-07,Washington,3.123
2019-10-07,West Coast,3.137
2019-10-14,Central Atlantic,2.708
2019-10-14,"Cleveland, OH",2.611
2019-10-14,Colorado,2.692
2019-10-14,"Denver, CO",2.64
2019-10-14,East Coast,2.446
2019-10-14,Florida,2.361
2019-10-14,Gulf Coast,2.287
2019-10-14,Lower Atlantic,2.368
2019-10-14,"Miami, FL",2.389
2019-10-14,Midwest,2.446
2019-10-14,Minnesota,2.476
2019-10-14,New England,2.505
2019-10-14,New York,2.657
2019-10-14,Ohio,2.561
2019-10-14,Rocky Mountain,2.706
2019-10-14,"Seattle, WA",3.348
2019-10-14,Texas,2.282
2019-10-14,U.S. Average,2.495
2019-10-14,Washington,3.202
2019-10-14,West Coast,3.204
2019-10-21,Central Atlantic,2.71
2019-10-21,"Cleveland, OH",2.514
2019-10-21,Colorado,2.716
2019-10-21,"Denver, CO",2.678
2019-10-21,East Coast,2.472
2019-10-21,Florida,2.413
2019-10-21,Gulf Coast,2.289
2019-10-21,Lower Atlantic,2.401
2019-10-21,"Miami, FL",2.437
2019-10-21,Midwest,2.451
2019-10-21,Minnesota,2.474
2019-10-21,New England,2.533
2019-10-21,New York,2.641
2019-10-21,Ohio,2.514
2019-10-21,Rocky Mountain,2.728
2019-10-21,"Seattle, WA",3.409
2019-10-21,Texas,2.285
2019-10-21,U.S. Average,2.512
2019-10-21,Washington,3.265
2019-10-21,West Coast,3.25
2019-10-28,Central Atlantic,2.697
2019-10-28,"Cleveland, OH",2.426
2019-10-28,Colorado,2.732
2019-10-28,"Denver, CO",2.687
2019-10-28,East Coast,2.43
2019-10-28,Florida,2.343
2019-10-28,Gulf Coast,2.265
2019-10-28,Lower Atlantic,2.349
2019-10-28,"Miami, FL",2.388
2019-10-28,Midwest,2.385
2019-10-28,Minnesota,2.469
2019-10-28,New England,2.53
2019-10-28,New York,2.641
2019-10-28,Ohio,2.373
2019-10-28,Rocky Mountain,2.737
2019-10-28,"Seattle, WA",3.438
2019-10-28,Texas,2.255
2019-10-28,U.S. Average,2.469
2019-10-28,Washington,3.294
2019-10-28,West Coast,3.248
2019-11-04,Central Atlantic,2.708
2019-11-04,"Cleveland, OH",2.464
2019-11-04,Colorado,2.779
2019-11-04,"Denver, CO",2.746
2019-11-04,East Coast,2.455
2019-11-04,Florida,2.399
2019-11-04,Gulf Coast,2.255
2019-11-04,Lower Atlantic,2.379
2019-11-04,"Miami, FL",2.424
2019-11-04,Midwest,2.4
2019-11-04,Minnesota,2.457
2019-11-04,New England,2.542
2019-11-04,New York,2.63
2019-11-04,Ohio,2.453
2019-11-04,Rocky Mountain,2.791
2019-11-04,"Seattle, WA",3.434
2019-11-04,Texas,2.243
2019-11-04,U.S. Average,2.485
2019-11-04,Washington,3.298
2019-11-04,West Coast,3.252
2019-11-11,Central Atlantic,2.715
2019-11-11,"Cleveland, OH",2.417
2019-11-11,Colorado,2.765
2019-11-11,"Denver, CO",2.722
2019-11-11,East Coast,2.448
2019-11-11,Florida,2.354
2019-11-11,Gulf Coast,2.269
2019-11-11,Lower Atlantic,2.368
2019-11-11,"Miami, FL",2.386
2019-11-11,Midwest,2.422
2019-11-11,Minnesota,2.468
2019-11-11,New England,2.531
2019-11-11,New York,2.632
2019-11-11,Ohio,2.45
2019-11-11,Rocky Mountain,2.819
2019-11-11,"Seattle, WA",3.42
2019-11-11,Texas,2.273
2019-11-11,U.S. Average,2.493
2019-11-11,Washington,3.287
2019-11-11,West Coast,3.246
2019-11-18,Central Atlantic,2.695
2019-11-18,"Cleveland, OH",2.536
2019-11-18,Colorado,2.786
2019-11-18,"Denver, CO",2.751
2019-11-18,East Coast,2.424
2019-11-18,Florida,2.323
2019-11-18,Gulf Coast,2.238
2019-11-18,Lower Atlantic,2.341
2019-11-18,"Miami, FL",2.362
2019-11-18,Midwest,2.41
2019-11-18,Minnesota,2.448
2019-11-18,New England,2.535
2019-11-18,New York,2.623
2019-11-18,Ohio,2.572
2019-11-18,Rocky Mountain,2.835
2019-11-18,"Seattle, WA",3.4
2019-11-18,Texas,2.231
2019-11-18,U.S. Average,2.473
2019-11-18,Washington,3.267
2019-11-18,West Coast,3.216
2019-11-25,Central Atlantic,2.72
2019-11-25,"Cleveland, OH",2.485
2019-11-25,Colorado,2.763
2019-11-25,"Denver, CO",2.715
2019-11-25,East Coast,2.441
2019-11-25,Florida,2.327
2019-11-25,Gulf Coast,2.244
2019-11-25,Lower Atlantic,2.357
2019-11-25,"Miami, FL",2.371
2019-11-25,Midwest,2.388
2019-11-25,Minnesota,2.418
2019-11-25,New England,2.543
2019-11-25,New York,2.639
2019-11-25,Ohio,2.397
2019-11-25,Rocky Mountain,2.825
2019-11-25,"Seattle, WA",3.349
2019-11-25,Texas,2.236
2019-11-25,U.S. Average,2.469
2019-11-25,Washington,3.232
2019-11-25,West Coast,3.174
2019-12-02,Central Atlantic,2.721
2019-12-02,"Cleveland, OH",2.583
2019-12-02,Colorado,2.769
2019-12-02,"Denver, CO",2.727
2019-12-02,East Coast,2.468
2019-12-02,Florida,2.406
2019-12-02,Gulf Coast,2.243
2019-12-02,Lower Atlantic,2.391
2019-12-02,"Miami, FL",2.422
2019-12-02,Midwest,2.413
2019-12-02,Minnesota,2.412
2019-12-02,New England,2.555
2019-12-02,New York,2.634
2019-12-02,Ohio,2.603
2019-12-02,Rocky Mountain,2.817
2019-12-02,"Seattle, WA",3.328
2019-12-02,Texas,2.222
2019-12-02,U.S. Average,2.485
2019-12-02,Washington,3.196
2019-12-02,West Coast,3.141
2019-12-09,Central Atlantic,2.715
2019-12-09,"Cleveland, OH",2.515
2019-12-09,Colorado,2.776
2019-12-09,"Denver, CO",2.75
2019-12-09,East Coast,2.476
2019-12-09,Florida,2.479
2019-12-09,Gulf Coast,2.23
2019-12-09,Lower Atlantic,2.404
2019-12-09,"Miami, FL",2.478
2019-12-09,Midwest,2.403
2019-12-09,Minnesota,2.384
2019-12-09,New England,2.527
2019-12-09,New York,2.63
2019-12-09,Ohio,2.426
2019-12-09,Rocky Mountain,2.791
2019-12-09,"Seattle, WA",3.283
2019-12-09,Texas,2.19
2019-12-09,U.S. Average,2.478
2019-12-09,Washington,3.166
2019-12-09,West Coast,3.092
2019-12-16,Central Atlantic,2.711
2019-12-16,"Cleveland, OH",2.564
2019-12-16,Colorado,2.732
2019-12-16,"Denver, CO",2.694
2019-12-16,East Coast,2.447
2019-12-16,Florida,2.418
2019-12-16,Gulf Coast,2.236
2019-12-16,Lower Atlantic,2.367
2019-12-16,"Miami, FL",2.451
2019-12-16,Midwest,2.371
2019-12-16,Minnesota,2.361
2019-12-16,New England,2.555
2019-12-16,New York,2.624
2019-12-16,Ohio,2.559
2019-12-16,Rocky Mountain,2.73
2019-12-16,"Seattle, WA",3.227
2019-12-16,Texas,2.228
2019-12-16,U.S. Average,2.448
2019-12-16,Washington,3.055
2019-12-16,West Coast,3.025
2019-12-23,Central Atlantic,2.714
2019-12-23,"Cleveland, OH",2.498
2019-12-23,Colorado,2.689
2019-12-23,"Denver, CO",2.634
2019-12-23,East Coast,2.447
2019-12-23,Florida,2.381
2019-12-23,Gulf Coast,2.233
2019-12-23,Lower Atlantic,2.366
2019-12-23,"Miami, FL",2.439
2019-12-23,Midwest,2.383
2019-12-23,Minnesota,2.364
2019-12-23,New England,2.556
2019-12-23,New York,2.633
2019-12-23,Ohio,2.535
2019-12-23,Rocky Mountain,2.69
2019-12-23,"Seattle, WA",3.197
2019-12-23,Texas,2.215
2019-12-23,U.S. Average,2.447
2019-12-23,Washington,3.005
2019-12-23,West Coast,2.981
2019-12-30,Central Atlantic,2.735
2019-12-30,"Cleveland, OH",2.624
2019-12-30,Colorado,2.658
2019-12-30,"Denver, CO",2.589
2019-12-30,East Coast,2.488
2019-12-30,Florida,2.419
2019-12-30,Gulf Coast,2.289
2019-12-30,Lower Atlantic,2.415
2019-12-30,"Miami, FL",2.452
2019-12-30,Midwest,2.438
2019-12-30,Minnesota,2.371
2019-12-30,New England,2.563
2019-12-30,New York,2.653
2019-12-30,Ohio,2.637
2019-12-30,Rocky Mountain,2.663
2019-12-30,"Seattle, WA",3.204
2019-12-30,Texas,2.282
2019-12-30,U.S. Average,2.488
2019-12-30,Washington,3.005
2019-12-30,West Coast,2.972
2020-01-06,Central Atlantic,2.763
2020-01-06,"Cleveland, OH",2.548
2020-01-06,Colorado,2.645
2020-01-06,"Denver, CO",2.586
2020-01-06,East Coast,2.528
2020-01-06,Florida,2.502
2020-01-06,Gulf Coast,2.297
2020-01-06,Lower Atlantic,2.461
2020-01-06,"Miami, FL",2.512
2020-01-06,Midwest,2.417
2020-01-06,Minnesota,2.379
2020-01-06,New England,2.58
2020-01-06,New York,2.677
2020-01-06,Ohio,2.478
2020-01-06,Rocky Mountain,2.642
2020-01-06,"Seattle, WA",3.181
2020-01-06,Texas,2.273
2020-01-06,U.S. Average,2.494
2020-01-06,Washington,2.972
2020-01-06,West Coast,2.952
2020-01-13,Central Atlantic,2.77
2020-01-13,"Cleveland, OH",2.512
2020-01-13,Colorado,2.608
2020-01-13,"Denver, CO",2.55
2020-01-13,East Coast,2.501
2020-01-13,Florida,2.446
2020-01-13,Gulf Coast,2.29
2020-01-13,Lower Atlantic,2.421
2020-01-13,"Miami, FL",2.47
2020-01-13,Midwest,2.418
2020-01-13,Minnesota,2.445
2020-01-13,New England,2.588
2020-01-13,New York,2.683
2020-01-13,Ohio,2.54
2020-01-13,Rocky Mountain,2.608
2020-01-13,"Seattle, WA",3.134
2020-01-13,Texas,2.263
2020-01-13,U.S. Average,2.482
2020-01-13,Washington,2.959
2020-01-13,West Coast,2.942
2020-01-20,Central Atlantic,2.745
2020-01-20,"Cleveland, OH",2.537
2020-01-20,Colorado,2.572
2020-01-20,"Denver, CO",2.52
2020-01-20,East Coast,2.482
2020-01-20,Florida,2.472
2020-01-20,Gulf Coast,2.253
2020-01-20,Lower Atlantic,2.404
2020-01-20,"Miami, FL",2.507
2020-01-20,Midwest,2.367
2020-01-20,Minnesota,2.395
2020-01-20,New England,2.546
2020-01-20,New York,2.672
2020-01-20,Ohio,2.419
2020-01-20,Rocky Mountain,2.574
2020-01-20,"Seattle, WA",3.142
2020-01-20,Texas,2.223
2020-01-20,U.S. Average,2.448
2020-01-20,Washington,2.941
2020-01-20,West Coast,2.919
2020-01-27,Central Atlantic,2.699
2020-01-27,"Cleveland, OH",2.434
2020-01-27,Colorado,2.528
2020-01-27,"Denver, CO",2.492
2020-01-27,East Coast,2.429
2020-01-27,Florida,2.398
2020-01-27,Gulf Coast,2.215
2020-01-27,Lower Atlantic,2.348
2020-01-27,"Miami, FL",2.442
2020-01-27,Midwest,2.345
2020-01-27,Minnesota,2.364
2020-01-27,New England,2.507
2020-01-27,New York,2.647
2020-01-27,Ohio,2.401
2020-01-27,Rocky Mountain,2.551
2020-01-27,"Seattle, WA",3.107
2020-01-27,Texas,2.188
2020-01-27,U.S. Average,2.412
2020-01-27,Washington,2.919
2020-01-27,West Coast,2.91
2020-02-03,Central Atlantic,2.662
2020-02-03,"Cleveland, OH",2.438
2020-02-03,Colorado,2.491
2020-02-03,"Denver, CO",2.451
2020-02-03,East Coast,2.366
2020-02-03,Florida,2.324
2020-02-03,Gulf Coast,2.158
2020-02-03,Lower Atlantic,2.276
2020-02-03,"Miami, FL",2.387
2020-02-03,Midwest,2.287
2020-02-03,Minnesota,2.3
2020-02-03,New England,2.493
2020-02-03,New York,2.623
2020-02-03,Ohio,2.323
